Field,Label,Value
resource_30_description,Description,"Tobacco control: Prevalence of current cigarette smoking among adults (%), Prevalence of current e-cigarette use among adults (%), Prevalence of current smokeless tobacco use among adults (%), Prevalence of current tobacco smoking among adults (%), Prevalence of current tobacco use among adults (%), Prevalence of daily cigarette smoking among adults (%), Prevalence of daily e-cigarette use among adults (%), Prevalence of daily smokeless tobacco use among adults (%), Prevalence of daily tobacco smoking among adults (%), Prevalence of daily tobacco use among adults (%), Age range of latest adult prevalence survey (nonsmoked), Representation of latest adult prevalence survey (nonsmoked), Name of latest adult prevalence survey (nonsmoked), Title of most recent survey of adults, Age range of most recent survey of adults, Representativeness of most recent survey of adults, Process evaluation was employed to assess implementation, Formative research was conducted, Outcome evaluation was employed to assess effectiveness, Campaign was part of a comprehensive tobacco control programme, Campaign was pre-tested, At least one national mass media campaign ran during the survey period, Earned media/public relations were used to promote the campaign, Overall compliance with bans on direct advertising (score), Compliance with ban on advertising on national television and radio (score), Compliance with ban on promotional discounts (score), Compliance with ban on use of brand name of non-tobacco product for tobacco product (score), Compliance with ban on indentifying non-tobacco products with tobacco brand names (score), Compliance with ban on appearance of tobacco brands in TV and/or films (score), Compliance with ban on appearance of tobacco products in TV and/or films (score), Compliance with ban on sponsorship (contributions and/or publicity of contributions) (score), Compliance with ban on advertising in local magazines and newspapers (score), Compliance with ban on billboard and outdoor advertising (score), Compliance with ban on advertising at point of sale (score), Compliance with ban on free distribution in mail or through other means (score), Overall compliance with bans on promotion and sponsorship (score), Estimate of current cigarette smoking prevalence (%), Estimate of current cigarette smoking prevalence (%) (age-standardized rate), Estimate of current tobacco smoking prevalence (%), Estimate of current tobacco smoking prevalence (%) (age-standardized rate), Estimate of current tobacco use prevalence (%), Estimate of current tobacco use prevalence (%) (age-standardized rate), Monitoring tobacco use and prevention policies, Number of full-time equivalent staff in national agency, National agency for tobacco control exists, Budget year, Reported currency, Annual budget for tobacco control in currency reported, Government objectives on tobacco control exist, Treatment for tobacco dependence available in the community, Treatment for tobacco dependence available in health clinics or other primary care facilities, Treatment for tobacco dependence available in hospitals, Treatment for tobacco dependence available in offices of health professionals, Treatment for tobacco dependence available in other settings, Bupropion - legally sold, Bupropion - place available, Cytisine - legally sold, Cytisine - place available, Offering help to quit tobacco use, Nicotine replacement therapy - legally sold, Nicotine replacement therapy - place available, Access to a toll-free quit line, Varenicline - legally sold, Varenicline - place available, National smoking ban: FINES FOR VIOLATIONS, National smoking ban in HEALTH-CARE FACILITIES, National smoking ban in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES, National smoking ban in UNIVERSITIES, National smoking ban in GOVERNMENT FACILITIES, National smoking ban in INDOOR OFFICES, National smoking ban in RESTAURANTS, National smoking ban in PUBS AND BARS, National smoking ban in PUBLIC TRANSPORT, Protecting people from tobacco smoke, Overall compliance with regulations on smoke-free environments (score), Compliance with smoke-free health-care facilities law (score), Compliance with smoke-free education facilities except universities law (score), Compliance with smoke-free universities law (score), Compliance with smoke-free government facilities law (score), Compliance with smoke-free indoor offices law (score), Compliance with smoke-free restaurants law (score), Compliance with smoke-free pubs and bars law (score), Compliance with smoke-free public transport law (score), National smoking ban: NUMBER OF PLACES SMOKE-FREE, Raising taxes on tobacco, Anti-tobacco mass media campaigns, Do the health warnings on cigarette packaging include a photograph or graphic?, Do the health warnings on smokeless tobacco packaging include a photograph or graphic?, Do health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale?, Do health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale?, Do health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale?, Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale, Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale, Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale, Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry, Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry, Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry, Do health warnings on cigarette packaging describe the harmful effects of tobacco use on health?, Does the law mandate specific health warnings on cigarette packaging?, Does the law mandate specific health warnings on other smoked tobacco packaging?, Does the law mandate specific health warnings on smokeless tobacco packaging?, How many health warnings are approved by the law for cigarette packaging?, How many health warnings are approved by the law for other smoked tobacco packaging?, How many health warnings are approved by the law for smokeless tobacco packaging?, Health warnings on cigarette packaging law requires or establishes fines for violations, Health warnings on other smoked tobacco packaging law requires or establishes fines for violations, Ban on deceitful terms on cigarette packaging, Ban on deceitful terms on other smoked tobacco packaging, Ban on deceitful terms on smokeless tobacco packaging, Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors, Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors, Law mandates that health warnings appear on tobacco packages, Law mandates that health warnings appear on other smoked tobacco packages, Law mandates that health warnings appear on smokeless tobacco packages, Cigarette packaging and labelling must not use descriptors depicting flavours, Other smoked tobacco packaging and labelling must not use descriptors depicting flavours, Smokeless tobacco packaging and labelling must not use descriptors depicting flavours, Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark, Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark, Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark, The quit line number must appear on cigarette packaging or labelling, The quit line number must appear on other smoked tobacco packaging or labelling, The quit line number must appear on smokeless tobacco packaging or labelling, Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)., Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging, Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging, Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging, Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging, Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging, Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging, Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging, Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging, Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging, Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package, Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package, Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package, Does the law mandate font style, font size and colour of health warnings on cigarette packaging?, Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?, Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?, Are the health warnings on cigarette packaging rotating?, Are the health warnings on other smoked tobacco packaging rotating?, Are the health warnings on smokeless tobacco packaging rotating?, Are the health warnings on cigarette packaging written in the principal language(s) of the country?, Are the health warnings on other smoked tobacco packaging written in the principal language(s) of the country?, Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps, Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps, Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps, Warning about the dangers of tobacco, Title of most recent adolescent survey, Age range of most recent adolescent survey, Representativeness of most recent adolescent survey, Year of most recent adolescent survey, Prevalence of current cigarette smoking among adolescents (%), Prevalence of current e-cigarette use among adolescents (%), Prevalence of current smokeless tobacco use among adolescents (%), Prevalence of current tobacco smoking among adolescents (%), Prevalence of current tobacco use among adolescents (%), Prevalence of daily cigarette smoking among adolescents (%), Prevalence of daily e-cigarette use among adolescents (%), Prevalence of daily smokeless tobacco use among adolescents (%), Prevalence of daily tobacco smoking among adolescents (%), Prevalence of daily tobacco use among adolescents (%), Age range of latest youth prevalence survey (nonsmoked), Representation of latest youth prevalence survey (nonsmoked), Name of latest youth prevalence survey (nonsmoked), Year of latest youth prevalence survey (nonsmoked)"
resource_30_format,File Format,CSV
resource_30_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/40384663-bb56-426f-8e0e-bb87003853be/download/tobacco_control_indicators_nga.csv
resource_30_id,Resource ID,40384663-bb56-426f-8e0e-bb87003853be
resource_30_last_modified,Updated,2025-09-29T17:08:40.035786
resource_30_metadata_modified,Metadata Updated,2025-09-29T17:15:02.196934
resource_30_microdata,Microdata,False
resource_30_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_30_resource_type,Resource Type,file.upload
resource_30_name,Resource Name,Tobacco control Indicators for Nigeria
resource_30_mimetype,MIME Type,
resource_30_size,Size,334.8K
resource_31_created,Created,2022-08-15T21:00:05.995715
resource_31_description,Description,"Vaccine-preventable communicable diseases: Proportion of vaccination cards seen (%), Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%), Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%), Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%), HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%), Diphtheria - number of reported cases, Japanese encephalitis - number of reported cases, Pertussis - number of reported cases, Total tetanus - number of reported cases, Poliomyelitis - number of reported cases, Yellow fever - number of reported cases, Mumps - number of reported cases, Congenital Rubella Syndrome - number of reported cases, Neonatal tetanus - number of reported cases, Rubella - number of reported cases, Measles - number of reported cases, Hepatitis B (HepB3) immunization coverage among 1-year-olds (%), Neonates protected at birth against neonatal tetanus (PAB) (%), Hib (Hib3) immunization coverage among 1-year-olds (%), BCG immunization coverage among 1-year-olds (%), Polio (Pol3) immunization coverage among 1-year-olds (%), Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
resource_31_format,File Format,CSV
resource_31_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/2347790c-50af-4870-8d9b-d727d136815c/download/vaccine_preventable_communicable_diseases_indicators_nga.csv
resource_31_id,Resource ID,2347790c-50af-4870-8d9b-d727d136815c
resource_31_last_modified,Updated,2025-09-29T17:08:40.257287
resource_31_metadata_modified,Metadata Updated,2025-09-29T17:15:00.825637
resource_31_microdata,Microdata,False
resource_31_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_31_resource_type,Resource Type,file.upload
resource_31_name,Resource Name,Vaccine-preventable communicable diseases Indicators for Nigeria
resource_31_mimetype,MIME Type,text/csv
resource_31_size,Size,118.2K
resource_32_created,Created,2023-05-15T21:15:20.456624
resource_32_description,Description,"Violence prevention: Lifetime prevalence of child sexual abuse (%), Child maltreatment: Extent of implementation of home-visiting programmes, Elder abuse: Extent of implementation  of caregiver-support programmes, Intimate partner violence: Extent of implementation  of dating violence prevention programmes, Youth violence: Extent of implementation of life-skills and social development programmes"
resource_32_format,File Format,CSV
resource_32_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/0ae5745e-e5e2-4599-be89-50d86faa0c01/download/violence_prevention_indicators_nga.csv
resource_32_id,Resource ID,0ae5745e-e5e2-4599-be89-50d86faa0c01
resource_32_last_modified,Updated,2025-09-29T17:08:40.544384
resource_32_metadata_modified,Metadata Updated,2025-09-29T17:15:04.691855
resource_32_microdata,Microdata,False
resource_32_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_32_resource_type,Resource Type,file.upload
resource_32_name,Resource Name,Violence prevention Indicators for Nigeria
resource_32_mimetype,MIME Type,text/csv
resource_32_size,Size,1.7K
resource_33_created,Created,2020-03-11T10:00:58.330158
resource_33_description,Description,"Water, sanitation and hygiene (WASH): Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions), SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%), Population using at least basic sanitation services (%), Population using safely managed sanitation services (%), Population using safely managed drinking-water services (%)"
resource_33_format,File Format,CSV
resource_33_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/9f5973e1-06f8-4762-9908-0cae1ae92635/download/water_sanitation_and_hygiene_wash_indicators_nga.csv
resource_33_id,Resource ID,9f5973e1-06f8-4762-9908-0cae1ae92635
resource_33_last_modified,Updated,2025-09-29T17:08:40.741820
resource_33_metadata_modified,Metadata Updated,2025-09-29T17:15:03.559155
resource_33_microdata,Microdata,False
resource_33_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_33_resource_type,Resource Type,file.upload
resource_33_name,Resource Name,"Water, sanitation and hygiene (WASH) Indicators for Nigeria"
resource_33_mimetype,MIME Type,
resource_33_size,Size,69.7K
resource_34_created,Created,2020-03-11T10:00:58.330029
resource_34_description,Description,"Global Patient Safety Observatory: Patient safety core indicator aggregated (%), Patient safety core indicator survey response, Patient safety strategic objective (%), Patient safety strategy score"
resource_34_format,File Format,CSV
resource_34_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/8a35073c-02a9-4ca7-8baa-4c7fc0bd044b/download/global_patient_safety_observatory_indicators_nga.csv
resource_34_id,Resource ID,8a35073c-02a9-4ca7-8baa-4c7fc0bd044b
resource_34_last_modified,Updated,2025-09-29T17:08:40.913294
resource_34_metadata_modified,Metadata Updated,2025-09-29T17:15:07.098628
resource_34_microdata,Microdata,False
resource_34_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_34_resource_type,Resource Type,file.upload
resource_34_name,Resource Name,Global Patient Safety Observatory Indicators for Nigeria
resource_34_mimetype,MIME Type,
resource_34_size,Size,4.5K
resource_35_created,Created,2023-05-15T21:15:20.456629
resource_35_description,Description,"Global strategy: Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%), Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, reported data) (%), Estimated antiretroviral therapy coverage among people living with HIV (%), Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease, Coverage of national cervical cancer screening program (%), Overweight prevalence among children under 5 years of age (% weight-for-height &gt;+2 SD), survey-based estimates, Wasting prevalence among children under 5 years of age (% weight-for-height &lt;-2 SD), survey-based estimates, Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized), New HIV infections (per 1000 uninfected population), Malaria incidence (per 1 000 population at risk), Crude suicide rates (per 100 000 population), Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older, UHC Service Coverage Index (SDG 3.8.1), UHC Service Coverage sub-index on reproductive, maternal, newborn and child health"
resource_35_format,File Format,CSV
resource_35_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/16f3222b-a03e-4512-81f3-6ccbd38817ee/download/global_strategy_indicators_nga.csv
resource_35_id,Resource ID,16f3222b-a03e-4512-81f3-6ccbd38817ee
resource_35_last_modified,Updated,2025-09-29T17:08:41.105789
resource_35_metadata_modified,Metadata Updated,2025-09-29T17:15:05.943108
resource_35_microdata,Microdata,False
resource_35_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_35_resource_type,Resource Type,file.upload
resource_35_name,Resource Name,Global strategy Indicators for Nigeria
resource_35_mimetype,MIME Type,text/csv
resource_35_size,Size,709.2K
resource_36_created,Created,2023-05-15T21:15:20.456631
resource_36_description,Description,"Health workforce: Medical doctors (per 10,000), Medical doctors (number), Generalist medical practitioners (number), Specialist medical practitioners (number), Medical doctors not further defined (number), Nursing and midwifery personnel (per 10,000), Nursing and midwifery personnel  (number), Nursing personnel (number), Midwifery personnel (number), Dentists (per 10,000), Dentists (number), Dental Assistants and Therapists (number), Dental Prosthetic Technicians (number), Pharmacists  (number), Pharmaceutical Technicians and Assistants  (number), Environmental and Occupational Health and Hygiene Professionals  (number), Environmental and Occupational Health Inspectors and Associates  (number), Medical and Pathology Laboratory scientists  (number), Medical and Pathology Laboratory Technicians  (number), Physiotherapists (number), Physiotherapy Technicians and Assistants  (number), Community Health Workers (number)"
resource_36_format,File Format,CSV
resource_36_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/d8f631f3-801a-4014-adfb-ecd1084b3775/download/health_workforce_indicators_nga.csv
resource_36_id,Resource ID,d8f631f3-801a-4014-adfb-ecd1084b3775
resource_36_last_modified,Updated,2025-09-29T17:08:41.288413
resource_36_metadata_modified,Metadata Updated,2025-09-29T17:15:08.352060
resource_36_microdata,Microdata,False
resource_36_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_36_resource_type,Resource Type,file.upload
resource_36_name,Resource Name,Health workforce Indicators for Nigeria
resource_36_mimetype,MIME Type,text/csv
resource_36_size,Size,45.9K
