indicator_code,indicator_name,year,start_year,end_year,dimension_type,dimension_code,dimension_name,numeric,value
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2004,2004,2004,SEX,SEX_MLE,Male,19.044755685,19.0 [17.1-21.3]
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,83660.036978905,83 660
CM_01,Number of under-five deaths,2022,2022,2022,SEX,SEX_BTSX,Both sexes,79935.0,79 935 [55 842-115 162]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,4.83095,4.8
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.07838,0.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1996,1996,1996,SEX,SEX_BTSX,Both sexes,110.257858642,110.3 [97.1-124.4]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2000,2000,2000,SEX,SEX_BTSX,Both sexes,30.606720194,30.6 [27.3-34.4]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2018,2018,2018,SEX,SEX_FMLE,Female,114.280551018,114.3 [92.2-143.4]
CM_01,Number of under-five deaths,2017,2017,2017,SEX,SEX_MLE,Male,477338.0,477 338 [394 896-586 171]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.06143,0.1
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.3111,0.3
CM_02,Number of infant deaths,1986,1986,1986,SEX,SEX_FMLE,Female,179657.0,179 657 [166 181-193 492]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2021,2021,2021,SEX,SEX_BTSX,Both sexes,36159.0,36 159 [24 818-51 824]
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,10.44634,10.4
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2021,2021,2021,SEX,SEX_BTSX,Both sexes,142.634260073,142.6 [104.6-198.4]
CM_01,Number of under-five deaths,1996,1996,1996,SEX,SEX_BTSX,Both sexes,953664.0,953 664 [895 164-1 015 752]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1982,1982,1982,SEX,SEX_FMLE,Female,198.817867236,198.8 [182.0-216.0]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2012,2012,2012,SEX,SEX_MLE,Male,15.624341947,15.6 [13.6-17.9]
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.40496,1.4
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00137,0
CM_02,Number of infant deaths,2020,2020,2020,SEX,SEX_BTSX,Both sexes,463133.0,463 133 [354 624-615 976]
CM_04,Number of deaths among children ages 5 to 9 years,2009,2009,2009,SEX,SEX_FMLE,Female,37427.0,37 427 [32 936-42 400]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1996,1996,1996,SEX,SEX_BTSX,Both sexes,219.060696725,219.1 [201.8-236.7]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2017,2017,2017,SEX,SEX_MLE,Male,128.366073862,128.4 [106.3-157.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03147,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,1349.99974,1350.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1999,1999,1999,SEX,SEX_FMLE,Female,179.34313721,179.3 [168.1-191.6]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01342,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02432,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0083,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02618,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,6682.24946,6682.2
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1993,1993,1993,SEX,SEX_BTSX,Both sexes,50.000418947,50.0 [44.9-55.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03329,0
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.09083,3.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1972,1972,1972,SEX,SEX_FMLE,Female,258.217998004,258.2 [231.5-289.7]
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.35323,5.4
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.66752,5.7
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,9.144,9.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.14817,0.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1967,1967,1967,SEX,SEX_FMLE,Female,295.659318511,295.7 [263.6-333.4]
CM_04,Number of deaths among children ages 5 to 9 years,2023,2023,2023,SEX,SEX_MLE,Male,39857.0,39 857 [30 596-48 650]
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,39011.18312,39011.2
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.46272,4.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003,2003,2003,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.18917,0.2
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.34857,2.3
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1997,1997,1997,SEX,SEX_BTSX,Both sexes,24.506629131,24.5 [19.0-30.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003,2003,2003,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,1297.88475,1297.9
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00015,0
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2019,2019,2019,SEX,SEX_MLE,Male,63010.0,63 010 [50 326-81 120]
CM_03,Number of neonatal deaths,2007,2007,2007,SEX,SEX_BTSX,Both sexes,258737.0,258 737 [230 033-288 178]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2014,2014,2014,SEX,SEX_BTSX,Both sexes,26.869169496,26.9 [16.6-43.8]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2016,2016,2016,SEX,SEX_FMLE,Female,32252.0,32 252 [21 379-45 784]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2023,2023,2023,SEX,SEX_BTSX,Both sexes,23.883623675,23.9 [14.3-40.1]
CM_01,Number of under-five deaths,1987,1987,1987,SEX,SEX_BTSX,Both sexes,812833.0,812 833 [756 669-871 305]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.10907,0.1
CM_01,Number of under-five deaths,2011,2011,2011,SEX,SEX_BTSX,Both sexes,145012.0,145 012 [128 670-162 530]
MORT_100,"Number of deaths in children aged <5 years, by cause",2020,2020,2020,SEX,SEX_BTSX,Both sexes,17316.46494,17316.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0781,0.1
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.66731,1.7
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2009,2009,2009,SEX,SEX_FMLE,Female,131.163504345,131.2 [120.7-142.3]
CM_01,Number of under-five deaths,1981,1981,1981,SEX,SEX_MLE,Male,386128.0,386 128 [353 561-419 962]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2002,2002,2002,SEX,SEX_BTSX,Both sexes,105798.0,105 798 [95 414-117 556]
MORT_100,"Number of deaths in children aged <5 years, by cause",2003,2003,2003,SEX,SEX_BTSX,Both sexes,11512.67468,11512.7
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2014,2014,2014,SEX,SEX_MLE,Male,18403.0,18 403 [14 470-23 253]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2012,2012,2012,SEX,SEX_FMLE,Female,15858.0,15 858 [12 754-19 676]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2018,2018,2018,SEX,SEX_FMLE,Female,7.235002872,7.2 [5.2-10.1]
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.56609,12.6
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2014,2014,2014,SEX,SEX_FMLE,Female,21.599517057,21.6 [18.1-25.7]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.30337,0.3
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.11608,0.1
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.18323,3.2
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1990,1990,1990,SEX,SEX_MLE,Male,16935.0,16 935 [11 532-23 951]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,10.89641,10.9
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003,2003,2003,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0576,0.1
CM_02,Number of infant deaths,2003,2003,2003,SEX,SEX_BTSX,Both sexes,519755.0,519 755 [488 065-555 239]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0085,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1968,1968,1968,SEX,SEX_MLE,Male,310.308271001,310.3 [277.4-348.7]
CM_01,Number of under-five deaths,1994,1994,1994,SEX,SEX_BTSX,Both sexes,103563.0,103 563 [90 906-117 120]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2019,2019,2019,SEX,SEX_BTSX,Both sexes,13.279753234,13.3 [10.9-15.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,9282.456048524,9282
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011,2011,2011,SEX,SEX_BTSX,Both sexes,8.293625011,8.3 [4.4-12.5]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.48548,0.5
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,180293.80168405,180 294
CM_01,Number of under-five deaths,2023,2023,2023,SEX,SEX_BTSX,Both sexes,123738.0,123 738 [84 125-184 571]
CM_04,Number of deaths among children ages 5 to 9 years,2003,2003,2003,SEX,SEX_MLE,Male,38647.0,38 647 [34 612-43 309]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,596.780166626,597
MORT_100,"Number of deaths in children aged <5 years, by cause",2003,2003,2003,SEX,SEX_BTSX,Both sexes,17000.736236572,17 001
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.76014,4.8
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,5780.535766602,5781
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2017,2017,2017,SEX,SEX_FMLE,Female,13.45767067,13.5 [11.2-15.8]
CM_01,Number of under-five deaths,1992,1992,1992,SEX,SEX_FMLE,Female,417280.0,417 280 [390 048-446 338]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,2018,2018,SEX,SEX_MLE,Male,13.950571549,14.0 [11.4-16.5]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1991,1991,1991,SEX,SEX_MLE,Male,16.331345829,16.3 [11.4-22.7]
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,7224.66153,7224.7
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.29299,0.3
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1983,1983,1983,SEX,SEX_BTSX,Both sexes,50.882901311,50.9 [45.0-57.1]
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,29.47388,29.5
CM_01,Number of under-five deaths,1998,1998,1998,SEX,SEX_BTSX,Both sexes,240522.0,240 522 [218 865-263 478]
CM_01,Number of under-five deaths,2002,2002,2002,SEX,SEX_BTSX,Both sexes,943527.0,943 527 [885 872-1 007 030]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00094,0
CM_01,Number of under-five deaths,1991,1991,1991,SEX,SEX_BTSX,Both sexes,192018.0,192 018 [176 110-208 385]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2019,2019,2019,SEX,SEX_FMLE,Female,60.363519557,60.4 [47.5-78.2]
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2018,2018,2018,SEX,SEX_BTSX,Both sexes,15.312539664,15.3 [10.0-22.2]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2005,2005,2005,SEX,SEX_MLE,Male,162.093282303,162.1 [151.4-173.7]
MORT_200,Deaths per 1 000 live births,2001,2001,2001,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.52681,5.5
CM_02,Number of infant deaths,2013,2013,2013,SEX,SEX_FMLE,Female,231066.0,231 066 [205 725-260 199]
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,7644.446636836,7644
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,983.27855,983.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02176,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1969,1969,1969,SEX,SEX_BTSX,Both sexes,292.489359732,292.5 [262.6-328.3]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.66193,0.7
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.05866,1.1
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.03027,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,12920.3551,12920.4
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2004,2004,2004,SEX,SEX_FMLE,Female,151.524139276,151.5 [141.8-162.4]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05375,0.1
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2018,2018,2018,SEX,SEX_FMLE,Female,56433.0,56 433 [46 167-70 765]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2016,2016,2016,SEX,SEX_FMLE,Female,7.036336325,7.0 [2.8-12.1]
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,2338.70314,2338.7
CM_01,Number of under-five deaths,2012,2012,2012,SEX,SEX_BTSX,Both sexes,198934.0,198 934 [177 886-223 228]
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,3.31648,3.3
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2009,2009,2009,SEX,SEX_FMLE,Female,15.986900824,16.0 [14.1-18.1]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2007,2007,2007,SEX,SEX_BTSX,Both sexes,145.185371504,145.2 [134.9-156.0]
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,151.12613,151.1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995,1995,1995,SEX,SEX_BTSX,Both sexes,14.571511226,14.6 [11.1-18.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1990,1990,1990,SEX,SEX_MLE,Male,29.630218805,29.6 [21.0-39.1]
CM_04,Number of deaths among children ages 5 to 9 years,2016,2016,2016,SEX,SEX_MLE,Male,42572.0,42 572 [35 728-49 855]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2016,2016,2016,SEX,SEX_FMLE,Female,118.821822282,118.8 [100.8-142.0]
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.79164,3.8
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.24479,3.2
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2017,2017,2017,SEX,SEX_BTSX,Both sexes,72077.0,72 077 [47 306-104 412]
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,45627.15855,45627.2
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2002,2002,2002,SEX,SEX_BTSX,Both sexes,21.525721835,21.5 [17.2-26.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2019,2019,2019,SEX,SEX_BTSX,Both sexes,14.96156238,15.0 [9.5-22.2]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.2001,0.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001,2001,2001,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00016,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03404,0
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.53327,4.5
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011,2011,2011,SEX,SEX_FMLE,Female,9.331796942,9.3 [7.6-11.5]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2008,2008,2008,SEX,SEX_BTSX,Both sexes,141.319619374,141.3 [130.9-152.4]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2007,2007,2007,SEX,SEX_FMLE,Female,16.675445141,16.7 [14.8-18.8]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2007,2007,2007,SEX,SEX_MLE,Male,33051.0,33 051 [25 440-41 342]
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,174008.841511052,174 009
CM_01,Number of under-five deaths,1993,1993,1993,SEX,SEX_BTSX,Both sexes,221127.0,221 127 [197 443-246 087]
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.72764,11.7
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2001,2001,2001,SEX,SEX_BTSX,Both sexes,10.084744218,10.1 [6.1-14.2]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1993,1993,1993,SEX,SEX_BTSX,Both sexes,27.498590499,27.5 [20.6-35.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.33188,0.3
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2010,2010,2010,SEX,SEX_BTSX,Both sexes,24.345347725,24.3 [21.2-27.9]
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,28847.01483,28847.0
CM_04,Number of deaths among children ages 5 to 9 years,2010,2010,2010,SEX,SEX_BTSX,Both sexes,78559.0,78 559 [69 381-88 502]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2019,2019,2019,SEX,SEX_BTSX,Both sexes,73424.0,73 424 [46 077-111 725]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1994,1994,1994,SEX,SEX_BTSX,Both sexes,35327.0,35 327 [26 437-46 097]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0139,0
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2016,2016,2016,SEX,SEX_MLE,Male,22.340672693,22.3 [18.2-27.6]
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,11.07831,11.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00015,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,9971.06505,9971.1
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1997,1997,1997,SEX,SEX_FMLE,Female,31.851436192,31.9 [28.0-36.4]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.07387,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,0.0,0.0
CM_04,Number of deaths among children ages 5 to 9 years,1992,1992,1992,SEX,SEX_MLE,Male,37991.0,37 991 [33 018-44 269]
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2006,2006,2006,SEX,SEX_FMLE,Female,8.837463647,8.8 [5.2-12.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,44105.418009919,44 105
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02107,0
CM_01,Number of under-five deaths,2023,2023,2023,SEX,SEX_FMLE,Female,357603.0,357 603 [247 414-525 329]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.3161,0.3
MORT_200,Deaths per 1 000 live births,2001,2001,2001,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,10.51454,10.5
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,10.52835,10.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2006,2006,2006,SEX,SEX_MLE,Male,32758.0,32 758 [25 362-40 729]
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.76938,11.8
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2000,2000,2000,SEX,SEX_FMLE,Female,50452.0,50 452 [45 082-56 687]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0781,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.11456,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.21195,0.2
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1978,1978,1978,SEX,SEX_BTSX,Both sexes,55.749402893,55.7 [49.2-63.4]
CM_04,Number of deaths among children ages 5 to 9 years,2008,2008,2008,SEX,SEX_BTSX,Both sexes,77171.0,77 171 [68 896-86 189]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,199178.681924994,199 179
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2008,2008,2008,SEX,SEX_MLE,Male,57776.0,57 776 [51 104-65 122]
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,3098.69417,3098.7
MORT_100,"Number of deaths in children aged <5 years, by cause",2003,2003,2003,SEX,SEX_BTSX,Both sexes,69955.643978683,69 956
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,9.72202,9.7
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1989,1989,1989,SEX,SEX_BTSX,Both sexes,49.799687984,49.8 [44.3-55.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01302,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00012,0
